Student_ID,Name,Gender,Age,Grade_Level,Region,Country,School_Name,Mode,Course_ID,Course_Name,AI_Tool_Used,AI_Assistance_Level,Study_Hours,Video_Watched,Assignments_Submitted,Attendance_%,Quiz_Score,Assignment_Score,Exam_Score,Previous_Score,Discussion_Posts,Feedback_Sentiment,Satisfaction_Rating,Dropout_Risk,Recommendation_Count,AI_Feedback_Score,Accuracy_Score,Instructor_ID,Instructor_Experience,AI_Tool_Proficiency,Date,Semester,Academic_Year,Final_Score,Improvement_%,Performance_Category,Quiz_Score_num,Assignment_Score_num,Exam_Score_num,Previous_Score_num,AI_Feedback_Score_num,Accuracy_Score_num,Final_Score_num,PctScore,Study_Hours_num
S14800,Ananya,M,20,B.Tech 2nd Year,Mumbai,India,VIT,Traditional,C5000,Python Programming,Coursera AI Tutor,47,11,29,7,73,68,72,58,49,6,Neutral,8,Low,8,95,64,I4900,12,85,19-12-2025,2,2023,66,34.69,Average,68.0,72.0,58.0,49.0,95.0,64.0,66.0,64.2,11
S14801,Isha,M,18,B.Tech 3rd Year,Chennai,India,VIT,Traditional,C5001,Python Programming,Coursera AI Tutor,46,10,5,8,68,79,57,62,42,18,Neutral,7,Medium,8,91,84,I4901,12,90,06-06-2025,1,2025,66,57.14,Average,79.0,57.0,62.0,42.0,91.0,84.0,66.0,63.9,10
S14802,Dev,M,19,B.Tech 2nd Year,Bangalore,India,VIT,AI,C5002,Machine Learning,ChatGPT,94,18,23,6,96,96,61,63,58,13,Positive,5,Low,5,98,87,I4902,2,84,24-01-2025,1,2023,73.33,26.43,Average,105.60000000000001,67.10000000000001,69.30000000000001,63.800000000000004,107.80000000000001,95.7,80.66300000000001,75.9,18
S14803,Vikram,M,19,B.Tech 3rd Year,Chennai,India,BITS Pilani,AI,C5003,Machine Learning,Khanmigo,57,9,28,8,68,63,94,64,65,15,Positive,7,Medium,10,60,93,I4903,7,67,14-11-2024,2,2024,73.67,13.34,Average,69.30000000000001,103.4,70.4,71.5,66.0,102.30000000000001,81.037,80.08,9
S14804,Kiran,F,24,B.Tech 1st Year,Chennai,India,VIT,AI,C5004,Python Programming,EdX Bot,65,14,27,9,64,78,50,54,81,18,Neutral,5,Low,16,88,75,I4904,9,61,25-12-2025,1,2024,60.67,-25.1,Average,85.80000000000001,55.00000000000001,59.400000000000006,89.10000000000001,96.80000000000001,82.5,66.73700000000001,63.36000000000001,14
S14805,Ananya,M,23,B.Tech 3rd Year,Hyderabad,India,SRM,AI,C5005,Data Science,ChatGPT,70,8,22,7,68,51,53,88,82,18,Positive,7,Low,18,82,66,I4905,11,88,03-01-2025,2,2024,64,-21.95,Average,56.1,58.300000000000004,96.80000000000001,90.2,90.2,72.60000000000001,70.4,77.11,8
S14806,Isha,M,22,B.Tech 1st Year,Hyderabad,India,BITS Pilani,AI,C5006,AI Fundamentals,ChatGPT,93,19,25,7,89,60,86,62,70,19,Negative,6,Low,6,81,61,I4906,14,96,08-03-2025,2,2024,69.33,-0.96,Average,66.0,94.60000000000001,68.2,77.0,89.10000000000001,67.10000000000001,76.263,75.68,19
S14807,Meera,M,22,B.Tech 2nd Year,Bangalore,India,VIT,Traditional,C5007,AI Fundamentals,ChatGPT,95,9,11,6,73,81,53,52,47,11,Positive,6,Low,9,70,60,I4907,13,78,15-11-2024,1,2024,62,31.91,Average,81.0,53.0,52.0,47.0,70.0,60.0,62.0,58.1,9
S14808,Kiran,F,19,B.Tech 3rd Year,Mumbai,India,JNTU,AI,C5008,Data Science,ChatGPT,95,11,25,5,62,96,92,82,61,13,Positive,5,Low,14,80,80,I4908,14,68,03-01-2024,2,2023,90,47.54,High,105.60000000000001,101.2,90.2,67.10000000000001,88.0,88.0,99.00000000000001,96.58,11
S14809,Meera,F,20,B.Tech 4th Year,Hyderabad,India,SRM,AI,C5009,Python Programming,Coursera AI Tutor,92,12,20,5,83,95,62,68,40,17,Positive,9,Medium,16,71,81,I4909,13,86,18-12-2024,2,2023,75,87.5,Average,104.50000000000001,68.2,74.80000000000001,44.0,78.10000000000001,89.10000000000001,82.5,78.76,12
S14810,Isha,M,20,B.Tech 2nd Year,Delhi,India,JNTU,AI,C5010,AI Fundamentals,ChatGPT,47,8,21,6,87,84,80,80,80,6,Negative,6,High,15,69,65,I4910,12,95,01-03-2025,1,2023,81.33,1.66,High,92.4,88.0,88.0,88.0,75.9,71.5,89.46300000000001,88.88000000000001,8
S14811,Neha,F,21,B.Tech 3rd Year,Bangalore,India,SRM,Traditional,C5011,Machine Learning,Khanmigo,73,9,25,8,98,92,80,81,46,18,Neutral,5,High,14,90,90,I4911,5,90,03-01-2023,1,2024,84.33,83.33,High,92.0,80.0,81.0,46.0,90.0,90.0,84.33,82.9,9
S14812,Isha,F,23,B.Tech 2nd Year,Pune,India,JNTU,AI,C5012,Cloud Basics,EdX Bot,85,15,23,5,70,58,81,51,40,12,Neutral,9,Low,7,90,65,I4912,13,63,05-06-2025,2,2024,63.33,58.32,Average,63.800000000000004,89.10000000000001,56.1,44.0,99.00000000000001,71.5,69.663,67.54,15
S14813,Kiran,F,21,B.Tech 4th Year,Chennai,India,VIT,AI,C5013,Machine Learning,EdX Bot,55,10,5,7,76,83,89,65,40,3,Neutral,8,Medium,9,63,92,I4913,7,81,10-08-2024,2,2025,79,97.5,Average,91.30000000000001,97.9,71.5,44.0,69.30000000000001,101.2,86.9,83.38000000000001,10
S14814,Neha,F,22,B.Tech 3rd Year,Bangalore,India,JNTU,AI,C5014,Data Science,Khanmigo,59,19,20,6,77,93,53,99,51,1,Positive,8,Low,12,73,62,I4914,3,74,16-01-2024,2,2025,81.67,60.14,High,102.30000000000001,58.300000000000004,108.9,56.1,80.30000000000001,68.2,89.837,92.4,19
S14815,Rohit,F,19,B.Tech 4th Year,Pune,India,JNTU,Traditional,C5015,Cloud Basics,ChatGPT,49,15,24,6,76,58,88,54,67,16,Positive,6,Low,8,86,62,I4915,10,75,13-09-2025,1,2024,66.67,-0.49,Average,58.0,88.0,54.0,67.0,86.0,62.0,66.67,65.0,15
S14816,Meera,F,24,B.Tech 3rd Year,Pune,India,SRM,AI,C5016,AI Fundamentals,EdX Bot,89,13,11,7,84,96,94,87,72,9,Positive,6,Medium,17,60,60,I4916,6,75,10-02-2025,1,2024,92.33,28.24,High,105.60000000000001,103.4,95.7,79.2,66.0,66.0,101.563,99.99000000000001,13
S14817,Isha,F,20,B.Tech 1st Year,Hyderabad,India,VIT,AI,C5017,AI Fundamentals,Coursera AI Tutor,44,14,11,5,73,58,56,79,83,18,Positive,6,Low,10,67,65,I4917,13,87,17-06-2023,1,2025,64.33,-22.49,Average,63.800000000000004,61.60000000000001,86.9,91.30000000000001,73.7,71.5,70.763,74.69000000000001,14
S14818,Rohit,M,19,B.Tech 2nd Year,Pune,India,SRM,AI,C5018,Cloud Basics,EdX Bot,87,10,19,9,80,52,95,98,87,18,Neutral,6,High,14,68,85,I4918,5,76,31-05-2025,2,2025,81.67,-6.13,High,57.2,104.50000000000001,107.80000000000001,95.7,74.80000000000001,93.50000000000001,89.837,96.69000000000001,10
S14819,Vikram,M,18,B.Tech 4th Year,Mumbai,India,VIT,AI,C5019,AI Fundamentals,Khanmigo,50,11,6,6,70,76,98,67,40,8,Neutral,6,Low,16,71,71,I4919,7,77,16-10-2024,1,2025,80.33,100.82,High,83.60000000000001,107.80000000000001,73.7,44.0,78.10000000000001,78.10000000000001,88.363,85.91,11
S14820,Ananya,F,19,B.Tech 2nd Year,Pune,India,IIT Hyderabad,AI,C5020,Cloud Basics,EdX Bot,90,12,17,8,86,94,99,85,69,6,Neutral,8,Low,15,82,77,I4920,12,62,08-04-2023,2,2024,92.67,34.3,High,103.4,108.9,93.50000000000001,75.9,90.2,84.7,101.93700000000001,100.10000000000001,12
S14821,Vikram,M,18,B.Tech 4th Year,Pune,India,BITS Pilani,Traditional,C5021,Python Programming,Khanmigo,77,7,6,6,63,70,98,90,77,7,Negative,5,Low,9,62,90,I4921,10,97,23-06-2024,2,2025,86,11.69,High,70.0,98.0,90.0,77.0,62.0,90.0,86.0,88.4,7
S14822,Meera,M,21,B.Tech 2nd Year,Chennai,India,BITS Pilani,Traditional,C5022,Data Science,ChatGPT,78,9,21,9,93,83,98,87,56,4,Neutral,8,Medium,18,89,99,I4922,3,67,11-09-2024,1,2023,89.33,59.52,High,83.0,98.0,87.0,56.0,89.0,99.0,89.33,89.5,9
S14823,Aarav,F,21,B.Tech 2nd Year,Mumbai,India,SRM,AI,C5023,Machine Learning,EdX Bot,61,8,6,7,99,77,65,99,58,19,Positive,8,High,11,76,60,I4923,13,83,29-04-2023,2,2023,80.33,38.5,High,84.7,71.5,108.9,63.800000000000004,83.60000000000001,66.0,88.363,92.84000000000002,8
S14824,Vikram,M,22,B.Tech 2nd Year,Bangalore,India,VIT,AI,C5024,Cloud Basics,Khanmigo,50,5,19,5,66,82,87,98,84,14,Positive,9,Low,13,87,97,I4924,11,61,18-09-2023,2,2023,89,5.95,High,90.2,95.7,107.80000000000001,92.4,95.7,106.7,97.9,100.65,5
S14825,Kiran,F,19,B.Tech 1st Year,Mumbai,India,JNTU,AI,C5025,Cloud Basics,Coursera AI Tutor,57,16,18,7,77,84,92,77,50,11,Neutral,6,Low,18,69,85,I4925,14,78,22-03-2023,1,2024,84.33,68.66,High,92.4,101.2,84.7,55.00000000000001,75.9,93.50000000000001,92.763,91.19000000000001,16
S14826,Ananya,F,19,B.Tech 3rd Year,Mumbai,India,BITS Pilani,AI,C5026,Python Programming,Coursera AI Tutor,57,8,29,7,78,89,50,82,84,16,Positive,8,Medium,6,61,98,I4926,12,87,06-04-2024,1,2023,73.67,-12.3,Average,97.9,55.00000000000001,90.2,92.4,67.10000000000001,107.80000000000001,81.037,81.18,8
S14827,Vikram,F,18,B.Tech 1st Year,Bangalore,India,SRM,AI,C5027,Machine Learning,Google Classroom AI,70,6,20,5,77,99,55,51,73,4,Positive,8,Medium,11,76,88,I4927,4,82,03-07-2025,2,2025,68.33,-6.4,Average,108.9,60.50000000000001,56.1,80.30000000000001,83.60000000000001,96.80000000000001,75.16300000000001,67.98,6
S14828,Ananya,M,21,B.Tech 2nd Year,Chennai,India,SRM,Traditional,C5028,Python Programming,EdX Bot,59,8,15,7,74,54,71,51,71,11,Positive,8,Medium,16,78,60,I4928,8,82,15-07-2025,2,2025,58.67,-17.37,Average,54.0,71.0,51.0,71.0,78.0,60.0,58.67,57.6,8
S14829,Vikram,M,18,B.Tech 4th Year,Pune,India,SRM,AI,C5029,Python Programming,ChatGPT,62,6,16,7,70,95,79,81,70,8,Neutral,8,Medium,10,87,73,I4929,10,63,22-06-2024,2,2024,85,21.43,High,104.50000000000001,86.9,89.10000000000001,77.0,95.7,80.30000000000001,93.50000000000001,91.52000000000001,6
S14830,Rohit,M,21,B.Tech 2nd Year,Mumbai,India,VIT,Traditional,C5030,Data Science,Google Classroom AI,79,17,13,6,71,95,57,61,54,11,Neutral,8,Low,10,71,75,I4930,3,96,21-08-2023,2,2024,71,31.48,Average,95.0,57.0,61.0,54.0,71.0,75.0,71.0,66.6,17
S14831,Dev,M,18,B.Tech 3rd Year,Mumbai,India,SRM,AI,C5031,AI Fundamentals,EdX Bot,92,16,11,8,94,90,93,88,44,6,Positive,8,High,9,89,73,I4931,7,95,28-01-2025,1,2023,90.33,105.3,High,99.00000000000001,102.30000000000001,96.80000000000001,48.400000000000006,97.9,80.30000000000001,99.363,98.89000000000001,16
S14832,Meera,F,21,B.Tech 1st Year,Bangalore,India,IIT Hyderabad,AI,C5032,Machine Learning,Coursera AI Tutor,49,8,15,5,95,80,52,55,66,2,Negative,9,Low,19,89,89,I4932,6,71,20-04-2025,1,2023,62.33,-5.56,Average,88.0,57.2,60.50000000000001,72.60000000000001,97.9,97.9,68.563,65.01,8
S14833,Riya,F,18,B.Tech 3rd Year,Delhi,India,JNTU,AI,C5033,Python Programming,ChatGPT,56,8,23,6,71,91,59,64,78,2,Positive,7,Medium,14,77,94,I4933,4,69,22-12-2023,1,2023,71.33,-8.55,Average,100.10000000000001,64.9,70.4,85.80000000000001,84.7,103.4,78.46300000000001,74.69000000000001,8
S14834,Meera,M,24,B.Tech 4th Year,Mumbai,India,SRM,AI,C5034,AI Fundamentals,Coursera AI Tutor,80,17,28,9,75,94,74,81,82,14,Positive,5,Low,18,63,88,I4934,5,91,09-12-2025,2,2025,83,1.22,High,103.4,81.4,89.10000000000001,90.2,69.30000000000001,96.80000000000001,91.30000000000001,89.65,17
S14835,Vikram,F,21,B.Tech 3rd Year,Hyderabad,India,VIT,Traditional,C5035,AI Fundamentals,EdX Bot,84,15,8,6,87,82,91,96,57,14,Positive,8,Low,7,83,72,I4935,8,94,02-06-2025,2,2024,89.67,57.32,High,82.0,91.0,96.0,57.0,83.0,72.0,89.67,91.7,15
S14836,Neha,F,23,B.Tech 1st Year,Pune,India,JNTU,Traditional,C5036,AI Fundamentals,ChatGPT,47,7,9,6,98,74,57,94,75,17,Positive,9,Low,5,80,70,I4936,11,97,21-05-2023,1,2024,75,0.0,Average,74.0,57.0,94.0,75.0,80.0,70.0,75.0,78.9,7
S14837,Meera,M,18,B.Tech 4th Year,Pune,India,JNTU,AI,C5037,AI Fundamentals,ChatGPT,70,9,25,7,95,71,87,94,83,1,Positive,8,Medium,15,95,68,I4937,3,77,03-10-2023,1,2024,84,1.2,High,78.10000000000001,95.7,103.4,91.30000000000001,104.50000000000001,74.80000000000001,92.4,96.03,9
S14838,Rohit,F,19,B.Tech 3rd Year,Chennai,India,BITS Pilani,Traditional,C5038,Data Science,Google Classroom AI,88,13,6,8,89,57,85,64,80,17,Neutral,6,Medium,17,65,98,I4938,5,96,02-08-2024,2,2023,68.67,-14.16,Average,57.0,85.0,64.0,80.0,65.0,98.0,68.67,68.9,13
S14839,Riya,M,22,B.Tech 1st Year,Mumbai,India,SRM,AI,C5039,Data Science,ChatGPT,87,5,20,6,75,58,90,59,42,7,Neutral,7,Low,16,91,73,I4939,3,61,26-04-2024,1,2023,69,64.29,Average,63.800000000000004,99.00000000000001,64.9,46.2,100.10000000000001,80.30000000000001,75.9,74.91,5
S14840,Aarav,F,23,B.Tech 1st Year,Bangalore,India,SRM,Traditional,C5040,Python Programming,EdX Bot,96,11,13,9,75,60,96,64,61,4,Positive,6,Low,18,88,98,I4940,6,74,23-07-2024,1,2025,73.33,20.21,Average,60.0,96.0,64.0,61.0,88.0,98.0,73.33,72.8,11
S14841,Isha,M,23,B.Tech 2nd Year,Hyderabad,India,VIT,Traditional,C5041,AI Fundamentals,Khanmigo,87,14,19,7,79,80,97,82,59,14,Positive,7,Low,10,79,99,I4941,10,70,09-04-2025,1,2025,86.33,46.32,High,80.0,97.0,82.0,59.0,79.0,99.0,86.33,86.1,14
S14842,Dev,F,18,B.Tech 3rd Year,Bangalore,India,IIT Hyderabad,Traditional,C5042,Python Programming,Khanmigo,92,17,26,6,68,78,72,88,65,12,Positive,7,Low,19,90,62,I4942,6,75,15-10-2023,2,2025,79.33,22.05,Average,78.0,72.0,88.0,65.0,90.0,62.0,79.33,81.2,17
S14843,Riya,F,22,B.Tech 4th Year,Mumbai,India,IIT Hyderabad,AI,C5043,Cloud Basics,ChatGPT,79,19,18,9,64,72,80,96,63,16,Positive,6,Medium,12,95,81,I4943,4,92,17-08-2023,2,2025,82.67,31.22,High,79.2,88.0,105.60000000000001,69.30000000000001,104.50000000000001,89.10000000000001,90.93700000000001,95.04000000000002,19
S14844,Aarav,M,19,B.Tech 2nd Year,Hyderabad,India,BITS Pilani,Traditional,C5044,Data Science,Khanmigo,65,18,20,5,90,86,51,84,65,18,Neutral,8,High,5,87,70,I4944,13,94,15-07-2025,2,2023,73.67,13.34,Average,86.0,51.0,84.0,65.0,87.0,70.0,73.67,74.5,18
S14845,Rohit,M,23,B.Tech 3rd Year,Chennai,India,IIT Hyderabad,Traditional,C5045,Data Science,EdX Bot,81,5,10,6,77,69,53,61,53,2,Positive,7,Low,12,97,82,I4945,9,73,26-07-2023,1,2024,61,15.09,Average,69.0,53.0,61.0,53.0,97.0,82.0,61.0,60.2,5
S14846,Ananya,M,19,B.Tech 3rd Year,Chennai,India,VIT,AI,C5046,Machine Learning,Google Classroom AI,83,14,5,5,81,97,83,86,89,16,Positive,9,Low,6,88,98,I4946,8,89,24-01-2024,2,2025,88.67,-0.37,High,106.7,91.30000000000001,94.60000000000001,97.9,96.80000000000001,107.80000000000001,97.537,96.03,14
S14847,Riya,M,21,B.Tech 4th Year,Chennai,India,BITS Pilani,AI,C5047,Cloud Basics,Coursera AI Tutor,89,19,22,5,98,72,57,84,44,17,Positive,7,Medium,6,74,81,I4947,9,79,04-08-2024,2,2024,71,61.36,Average,79.2,62.7,92.4,48.400000000000006,81.4,89.10000000000001,78.10000000000001,80.85000000000001,19
S14848,Rohit,F,24,B.Tech 2nd Year,Delhi,India,SRM,AI,C5048,Data Science,Coursera AI Tutor,94,16,19,9,61,58,81,53,68,7,Positive,6,Low,11,67,66,I4948,10,73,02-11-2024,1,2023,64,-5.88,Average,63.800000000000004,89.10000000000001,58.300000000000004,74.80000000000001,73.7,72.60000000000001,70.4,68.64,16
S14849,Rohit,F,22,B.Tech 2nd Year,Bangalore,India,IIT Hyderabad,AI,C5049,AI Fundamentals,EdX Bot,48,19,24,7,62,95,60,59,65,0,Positive,9,Medium,5,65,81,I4949,7,77,16-10-2023,1,2024,71.33,9.74,Average,104.50000000000001,66.0,64.9,71.5,71.5,89.10000000000001,78.46300000000001,73.15,19
S14850,Rohit,M,24,B.Tech 4th Year,Mumbai,India,VIT,AI,C5050,AI Fundamentals,Google Classroom AI,71,16,16,8,87,67,72,69,87,11,Positive,5,Low,17,64,97,I4950,4,94,17-05-2025,2,2025,69.33,-20.31,Average,73.7,79.2,75.9,95.7,70.4,106.7,76.263,76.45,16
S14851,Ananya,F,20,B.Tech 2nd Year,Hyderabad,India,VIT,AI,C5051,AI Fundamentals,EdX Bot,62,5,28,8,70,79,55,92,71,17,Positive,7,Low,12,80,87,I4951,12,81,13-09-2024,2,2023,75.33,6.1,Average,86.9,60.50000000000001,101.2,78.10000000000001,88.0,95.7,82.863,86.13000000000001,5
S14852,Meera,M,21,B.Tech 1st Year,Pune,India,SRM,AI,C5052,Python Programming,ChatGPT,71,18,12,6,69,75,59,80,83,1,Positive,8,High,8,79,95,I4952,2,94,12-10-2024,1,2023,71.33,-14.06,Average,82.5,64.9,88.0,91.30000000000001,86.9,104.50000000000001,78.46300000000001,79.97000000000001,18
S14853,Isha,M,22,B.Tech 4th Year,Pune,India,VIT,AI,C5053,Data Science,Google Classroom AI,96,6,13,9,79,65,53,80,75,16,Neutral,7,High,7,71,73,I4953,12,74,22-01-2023,1,2024,66,-12.0,Average,71.5,58.300000000000004,88.0,82.5,78.10000000000001,80.30000000000001,72.60000000000001,75.79,6
S14854,Rohit,F,18,B.Tech 3rd Year,Bangalore,India,BITS Pilani,Traditional,C5054,Python Programming,Khanmigo,75,14,5,5,90,99,52,80,86,18,Positive,9,Medium,19,75,88,I4954,9,88,14-04-2024,1,2025,77,-10.47,Average,99.0,52.0,80.0,86.0,75.0,88.0,77.0,75.4,14
S14855,Isha,F,24,B.Tech 4th Year,Mumbai,India,BITS Pilani,AI,C5055,Data Science,ChatGPT,44,10,20,6,81,69,61,69,62,1,Positive,9,Medium,8,75,77,I4955,12,89,06-10-2025,1,2025,66.33,6.98,Average,75.9,67.10000000000001,75.9,68.2,82.5,84.7,72.96300000000001,73.26,10
S14856,Aarav,M,18,B.Tech 1st Year,Delhi,India,JNTU,Traditional,C5056,Machine Learning,Khanmigo,94,15,18,7,77,65,50,97,77,7,Positive,8,Low,13,94,90,I4956,3,80,26-08-2024,2,2025,70.67,-8.22,Average,65.0,50.0,97.0,77.0,94.0,90.0,70.67,76.5,15
S14857,Isha,M,19,B.Tech 4th Year,Mumbai,India,SRM,AI,C5057,Python Programming,ChatGPT,87,18,16,8,71,73,63,58,79,3,Positive,5,Low,9,71,84,I4957,14,95,23-12-2025,1,2025,64.67,-18.14,Average,80.30000000000001,69.30000000000001,63.800000000000004,86.9,78.10000000000001,92.4,71.13700000000001,68.75,18
S14858,Kiran,M,23,B.Tech 3rd Year,Bangalore,India,VIT,Traditional,C5058,Data Science,ChatGPT,40,13,19,8,74,65,77,62,58,15,Positive,8,Low,8,79,89,I4958,5,70,23-10-2023,1,2025,68,17.24,Average,65.0,77.0,62.0,58.0,79.0,89.0,68.0,67.1,13
S14859,Riya,F,24,B.Tech 3rd Year,Mumbai,India,IIT Hyderabad,AI,C5059,Machine Learning,ChatGPT,89,7,12,5,93,98,60,86,42,6,Neutral,7,Low,11,77,82,I4959,3,80,14-10-2024,2,2023,81.33,93.64,High,107.80000000000001,66.0,94.60000000000001,46.2,84.7,90.2,89.46300000000001,88.66,7
S14860,Vikram,F,20,B.Tech 4th Year,Pune,India,BITS Pilani,AI,C5060,Data Science,ChatGPT,89,9,8,6,87,81,79,90,86,7,Positive,9,Low,11,80,65,I4960,2,99,16-10-2023,2,2023,83.33,-3.1,High,89.10000000000001,86.9,99.00000000000001,94.60000000000001,88.0,71.5,91.66300000000001,93.39000000000001,9
S14861,Isha,F,18,B.Tech 4th Year,Pune,India,SRM,AI,C5061,Cloud Basics,Google Classroom AI,70,12,9,6,74,87,89,73,55,3,Neutral,5,Medium,11,63,90,I4961,8,88,19-07-2025,2,2025,83,50.91,High,95.7,97.9,80.30000000000001,60.50000000000001,69.30000000000001,99.00000000000001,91.30000000000001,88.66,12
S14862,Isha,F,22,B.Tech 1st Year,Hyderabad,India,SRM,Traditional,C5062,Python Programming,Google Classroom AI,70,14,25,8,94,66,94,74,50,11,Neutral,6,Low,14,88,83,I4962,2,64,24-08-2025,2,2023,78,56.0,Average,66.0,94.0,74.0,50.0,88.0,83.0,78.0,78.4,14
S14863,Vikram,M,24,B.Tech 1st Year,Delhi,India,BITS Pilani,Traditional,C5063,AI Fundamentals,ChatGPT,97,10,18,7,76,98,51,79,72,4,Neutral,9,Medium,12,92,92,I4963,2,79,13-11-2024,2,2025,76,5.56,Average,98.0,51.0,79.0,72.0,92.0,92.0,76.0,74.4,10
S14864,Rohit,M,24,B.Tech 3rd Year,Pune,India,JNTU,Traditional,C5064,Machine Learning,EdX Bot,96,7,11,9,97,85,55,73,81,14,Negative,9,Low,15,78,90,I4964,5,70,27-08-2023,2,2023,71,-12.35,Average,85.0,55.0,73.0,81.0,78.0,90.0,71.0,70.0,7
S14865,Vikram,M,23,B.Tech 2nd Year,Hyderabad,India,SRM,AI,C5065,Machine Learning,ChatGPT,90,6,19,5,70,91,73,58,47,4,Neutral,6,Low,7,68,86,I4965,6,81,07-11-2025,1,2023,74,57.45,Average,100.10000000000001,80.30000000000001,63.800000000000004,51.7,74.80000000000001,94.60000000000001,81.4,76.01,6
S14866,Neha,M,23,B.Tech 2nd Year,Delhi,India,VIT,AI,C5066,AI Fundamentals,ChatGPT,48,17,23,8,85,73,63,78,47,14,Negative,6,Low,17,78,66,I4966,10,84,03-12-2024,1,2024,71.33,51.77,Average,80.30000000000001,69.30000000000001,85.80000000000001,51.7,85.80000000000001,72.60000000000001,78.46300000000001,79.75,17
S14867,Isha,M,22,B.Tech 2nd Year,Pune,India,IIT Hyderabad,AI,C5067,Machine Learning,EdX Bot,72,7,25,8,88,74,85,59,46,8,Neutral,8,Low,15,79,69,I4967,4,64,09-06-2023,1,2023,72.67,57.98,Average,81.4,93.50000000000001,64.9,50.6,86.9,75.9,79.93700000000001,76.78,7
S14868,Riya,M,23,B.Tech 2nd Year,Delhi,India,IIT Hyderabad,AI,C5068,AI Fundamentals,EdX Bot,98,10,18,6,84,64,51,63,55,6,Positive,7,Medium,13,62,64,I4968,12,90,04-06-2025,2,2023,59.33,7.87,Average,70.4,56.1,69.30000000000001,60.50000000000001,68.2,70.4,65.263,65.56,10
S14869,Meera,F,18,B.Tech 3rd Year,Mumbai,India,BITS Pilani,AI,C5069,AI Fundamentals,ChatGPT,74,9,11,5,63,70,52,71,65,17,Neutral,6,Low,6,61,89,I4969,8,85,23-06-2023,1,2023,64.33,-1.03,Average,77.0,57.2,78.10000000000001,71.5,67.10000000000001,97.9,70.763,71.61,9
S14870,Riya,F,22,B.Tech 2nd Year,Hyderabad,India,SRM,AI,C5070,Data Science,Coursera AI Tutor,65,12,10,8,86,89,75,94,55,17,Neutral,8,High,11,65,80,I4970,10,78,01-04-2025,2,2025,86,56.36,High,97.9,82.5,103.4,60.50000000000001,71.5,88.0,94.60000000000001,96.03,12
S14871,Isha,M,22,B.Tech 2nd Year,Delhi,India,IIT Hyderabad,AI,C5071,Python Programming,Coursera AI Tutor,41,14,6,8,81,65,78,61,85,18,Positive,5,Medium,14,99,88,I4971,8,73,11-07-2025,1,2024,68,-20.0,Average,71.5,85.80000000000001,67.10000000000001,93.50000000000001,108.9,96.80000000000001,74.80000000000001,73.59000000000002,14
S14872,Vikram,M,19,B.Tech 4th Year,Delhi,India,SRM,AI,C5072,Cloud Basics,EdX Bot,73,6,28,8,83,97,72,57,67,13,Neutral,5,Low,6,74,84,I4972,4,84,13-09-2023,2,2023,75.33,12.43,Average,106.7,79.2,62.7,73.7,81.4,92.4,82.863,76.45,6
S14873,Ananya,F,20,B.Tech 2nd Year,Mumbai,India,BITS Pilani,AI,C5073,Machine Learning,ChatGPT,56,18,29,5,78,68,99,52,65,18,Positive,5,Low,14,73,88,I4973,2,63,09-06-2025,1,2023,73,12.31,Average,74.80000000000001,108.9,57.2,71.5,80.30000000000001,96.80000000000001,80.30000000000001,76.23,18
S14874,Riya,F,24,B.Tech 4th Year,Pune,India,JNTU,Traditional,C5074,Data Science,Khanmigo,45,16,13,8,86,69,56,75,78,13,Positive,9,Low,14,75,63,I4974,4,65,16-07-2024,2,2023,66.67,-14.53,Average,69.0,56.0,75.0,78.0,75.0,63.0,66.67,68.1,16
S14875,Isha,F,19,B.Tech 3rd Year,Pune,India,IIT Hyderabad,AI,C5075,Cloud Basics,Khanmigo,76,6,29,8,78,87,53,69,43,18,Neutral,8,Medium,19,77,87,I4975,12,60,17-02-2024,1,2023,69.67,62.02,Average,95.7,58.300000000000004,75.9,47.300000000000004,84.7,95.7,76.63700000000001,74.58,6
S14876,Ananya,F,20,B.Tech 4th Year,Bangalore,India,VIT,Traditional,C5076,Cloud Basics,ChatGPT,70,8,22,6,72,54,64,66,60,8,Positive,7,Medium,19,95,89,I4976,7,75,19-10-2023,2,2025,61.33,2.22,Average,54.0,64.0,66.0,60.0,95.0,89.0,61.33,63.0,8
S14877,Rohit,M,22,B.Tech 1st Year,Bangalore,India,BITS Pilani,AI,C5077,Machine Learning,ChatGPT,67,17,19,7,90,64,72,80,68,9,Positive,6,Medium,14,77,90,I4977,12,83,23-03-2025,2,2025,72,5.88,Average,70.4,79.2,88.0,74.80000000000001,84.7,99.00000000000001,79.2,81.84000000000002,17
S14878,Isha,M,24,B.Tech 4th Year,Pune,India,JNTU,AI,C5078,Machine Learning,ChatGPT,60,19,19,9,61,89,93,62,71,4,Positive,6,High,18,69,73,I4978,3,99,03-02-2023,1,2024,81.33,14.55,High,97.9,102.30000000000001,68.2,78.10000000000001,75.9,80.30000000000001,89.46300000000001,84.37,19
S14879,Isha,M,23,B.Tech 2nd Year,Chennai,India,VIT,Traditional,C5079,Data Science,Khanmigo,50,13,14,5,86,59,89,91,88,19,Positive,9,High,7,90,70,I4979,8,97,27-05-2024,1,2025,79.67,-9.47,Average,59.0,89.0,91.0,88.0,90.0,70.0,79.67,84.0,13
